"name","publishedAtDate","stars","state","text","title"
"Olivia Kaiser","2024-12-04T05:15:00.402Z","4","Penang","Schönes Hotel im Kolonialstil, unser Zimmer war zweckmäßig eingerichtet und sauber. Allerdings war die Duschkabine undicht und nach einer Dusche stand das Badezimmer unter Wasser. Hatten wir aber auch in anderen Hotels in Malaysia. Das Housekeeping vergisst gern mal Handtücher oder Toilettenpapier, auf Nachfrage bekommt man aber alles. Generell ist der Service sehr freundlich und aufmerksam. Eine grosse Frühstücksauswahl, der grosse Pool und die sehr zentrale Lage sind weitere Pluspunkte.","Royale Chulan Penang"
"Ek Chuah","2024-12-03T22:41:42.674Z","3","Penang","services need improvement","Royale Chulan Penang"
"SIEW","2024-12-03T10:16:43.433Z","2","Penang","stay for 3 nìghts changed the room three times
first time- smoking smell in all over the room
no matter how they spray the fragrance to cover
second time- horrible non-window room with couldn't closed TV （maintainer cant fix too） so we sleep over whole night with TV on
third time- they let me check the room before i stay
and the aircon sound is quite noisy to disturb my sleep
but I couldn't ask for better room becos I give up

But the building is too old
Breakfast is good but the dining area has strong oil smell
And they don’t allow u to put outside food in their fridge after checkout

The only good part：Reception is always ready and fix our problems
（or maybe they are used to it 🥲）","Royale Chulan Penang"
"Trip.com Member","2024-12-01T23:59:59.999Z",,"Penang","location - quite near to many tourist spotsroom - got a room facing swimming pool and hotel rooms as its balcony's view. not bad.parking - not difficult to find car park, the parking ticket fee was included in the room ratecleanliness - goodfacilities - only managed to visit swimming pool and gym, well maintainedstaffs - friendly and helpful both cleaners and receptionistsadd on single bed (with breakfast) rm90/paxbuffet breakfast - plenty and taste above average, recommended , under 5 is free. only setback - basin's drainage was quite slow","Royale Chulan Penang"
"Trip.com Member","2024-11-27T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Bersih dan strategik","Royale Chulan Kuala Lumpur"
"Yasri Ariff","2024-11-27T15:52:13.776Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-26T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","房间老旧 东西也不怎么好吃","Royale Chulan Kuala Lumpur"
"Jaya Kumar","2024-11-26T23:58:13.890Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Sajjad Hossain","2024-11-26T17:34:16.595Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Prabesh Shrestha","2024-11-26T09:42:08.026Z","3","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Y J","2024-11-25T05:20:50.326Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"SUKHJINDRA SINGH","2024-11-25T02:55:35.023Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-24T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Location at the centre of Kuala Lumpur and walking distance to KLCC and within one MRT station to TRX mall. The breakfast spread was great and I really enjoyed it","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-24T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Everything was good- the facilities, customer service and breakfast.","Royale Chulan Kuala Lumpur"
"Hitesh Vyas","2024-11-24T06:03:25.092Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Farez Danial","2024-11-24T03:17:58.911Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Cecilia Mary Lee","2024-11-22T23:05:42.708Z","4","Federal Territory of Kuala Lumpur","Comfortable and huge room","Royale Chulan Kuala Lumpur"
"Dilman D. Maulod","2024-11-22T05:20:57.330Z","5","Federal Territory of Kuala Lumpur","So comfortable hotel. Hope visit them again","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-21T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","优点1.很大，大厅很大也很有老牌五星的气质，房间也很大。2.门童服务很好，帮忙迎接拿行李送去房间。3.位置很好，市中心，旁边就是百威年商场。不足之处1.早餐以印度和马来为主，少量西式，没有中式。吃的不是非常习惯。2.前台不会中文3.泳池那边空调外机声音巨大，所以几乎不可能在那边呆得住。4.有灶台但是没有锅具和餐具。","Royale Chulan Kuala Lumpur"
"Susanne Carter","2024-11-21T11:03:52.766Z","5","Federal Territory of Kuala Lumpur","Beautiful and grand style.  Large rooms.  300m to the Pavilion Shopping Mall which has 700 shops and a 10mins walk to Japan Alor night food market","Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-20T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","Okokokokok","Royale Chulan Kuala Lumpur"
"SATU LEINO","2024-11-20T08:23:08.634Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Kian Aik Kenny Seah","2024-11-20T04:27:24.768Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Linda Aziz","2024-11-20T04:13:31.605Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Nurul Shadza Ghazali","2024-07-08T07:54:28.045Z","3","Pahang","There were so many on the plans but ended up staying in room just bcs my husband and my son were caught with food poisoning from the in room service food that we ordered. Though the hotel staff did send my husband and my son to the hospital, provide the lunch and dinner just to ensure they recover well, but definitely a no to return back here. Burnt MYR 1,600 for 2-night stay just to stay in the room + it was a trip for our son’s birthday. All time wasted just bcs of the food. The hotel name should have actually guarantee the food hygiene but for this one I don’t think so the food hygiene is in place.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Trip.com Member","2024-07-05T23:59:59.999Z",,"Pahang","Spacious villa.. Big balcony but just beware of wild monkeys","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Trip.com Member","2024-07-01T23:59:59.999Z",,"Pahang","Sofa is spoilt and bathroom floor epoxy paint came off. Surrounding is ok and direct access to beach. Service level acceptable.","Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Sella Doray","2024-07-01T14:36:39.541Z","5","Pahang",,"Royale Chulan Cerating Villa & Chalet (Formerly known as Royale Chulan Cherating)"
"Trip.com Member","2024-11-30T23:59:59.999Z",,"Penang","We enjoy our stay at Royale chulan Penang as its very strategic location. Just use the free bus ride within George town, we can see many historic building and place. We can also use other public bus to go other places as the main bus terminal is just near to the hot.","Royale Chulan Penang"
"Trip.com Member","2024-11-29T23:59:59.999Z",,"Penang","This hotel does not serve alcohol or beer. They only provide a very small mini bottle of shampoo and body wash for the shower. Breakfast was quite good although they was only 1 person juggling between the egg station and the noodle station","Royale Chulan Penang"
"Lim Chee Beng","2024-11-29T02:48:23.628Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-11-26T23:59:59.999Z",,"Penang","Good service from all of the staff.","Royale Chulan Penang"
"Daniel Murugan","2024-11-26T08:00:05.712Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-11-24T23:59:59.999Z",,"Penang","all in good condition. thanks for the hospitality. will come again in the future","Royale Chulan Penang"
"Laura Limede","2024-11-24T20:30:06.157Z","5","Penang","Absolutely gorgeous hotel","Royale Chulan Penang"
"mohd najib","2024-11-23T09:54:44.352Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-11-21T23:59:59.999Z",,"Penang","Everything is good. My room suitable for 2 kids for 1year 8 months and 3 years. Its spacious and clean.","Royale Chulan Penang"
"Trip.com Member","2024-11-21T23:59:59.999Z",,"Penang","酒店建的时间有点早，有些陈旧还有味道，早餐的味道也一般般","Royale Chulan Penang"
"nurnadhirah","2024-11-20T10:52:52.659Z","1","Penang","I recently stayed at this hotel for my cousin’s wedding, and it was a very disappointing experience.
1.	When I arrived, I was informed by the receptionist that I had booked two rooms instead of one, even though I was certain I only booked a single room for one night. The same issue happened to my cousin—she booked two rooms but was told she had reserved four. This is completely unacceptable.
2.	There was a minor makeup stain on a towel that could have easily been cleaned with soap, but instead, the cleaner took a photo of it and reported it to the receptionist, who then demanded an extra charge. My sister ended up washing the towel herself, and the stain came off effortlessly. Charging RM45 for something so trivial is ridiculous.
3.	To make matters worse, there was a cockroach in my cousin’s room. This is absolutely unhygienic and disgusting.

I usually enjoy staying at hotels, but this was by far the worst experience I’ve ever had. I will definitely not be returning.","Royale Chulan Penang"
"Amira Latiffi","2024-11-20T03:50:29.799Z","5","Penang","Kudos to front desk lady and all staffs for excellent check in and check out process, very attentive to inquiry👏🏻👏🏻👏🏻. Tasty breakfast selection. I would choose this hotel again for breakfast tbh 😝","Royale Chulan Penang"
"Trip.com Member","2024-11-18T23:59:59.999Z",,"Penang","酒店设施有点年代感，但是服务特别好。有一次需要更多毛巾，打了电话服务台马上就送过来。订外卖没有附送餐具，也是酒店服务员特别慷慨地给了好多份餐具。地理位置很棒，去各个景点都是步行距离，很方便。","Royale Chulan Penang"
"M. Faisal Yusoff","2024-11-15T07:37:49.073Z","5","Penang",,"Royale Chulan Penang"
"Trip.com Member","2024-11-09T23:59:59.999Z",,"Penang","I have a great stay here.. friendly housekeeping staff and the best thing was this hotel smells good along the pathway to the room..","Royale Chulan Penang"
"Chengie Tan","2024-11-09T09:04:17.264Z","3","Penang",,"Royale Chulan Penang"
"Mee Fong Cheng","2024-11-09T05:35:26.115Z","5","Penang","The room is neat and clean. The staff are so friendly. We will come again. Thank you for everything, the services are so good.","Royale Chulan Penang"
"Mohd Zulsyafiq","2024-11-08T03:53:23.719Z","4","Penang","1. Hotel yang best untuk stay.
2. Berdekatan padang kota lama.
3. Dekat dengan nasi kandar imigresen, hameediyah dan line clear..","Royale Chulan Penang"
"Trip.com Member","2024-11-06T23:59:59.999Z",,"Penang","1st time stay dekat hotel ni. Bilik yg cantik, bersih dan kemas. Next time boleh booking lg. Berdekatan dengan padang kota. Best.","Royale Chulan Penang"
"Trip.com Member","2024-11-06T23:59:59.999Z",,"Penang","The hotel is well-located and reasonably priced, but one thing I found unacceptable was that the receptionist informed me that car parking costs RM8 during check-in, instead of being free for hotel guests","Royale Chulan Penang"
"Trip.com Member","2024-11-19T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","The staff are really great and they managed to fulfil our early check in request which we are really appreciative for.","Royale Chulan Kuala Lumpur"
"Fahim","2024-11-19T14:09:56.466Z","4","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"J L","2024-11-19T14:06:21.922Z","5","Federal Territory of Kuala Lumpur","Good Place","Royale Chulan Kuala Lumpur"
"hamid jalil","2024-11-19T00:41:32.880Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Mamapp a","2024-11-18T06:52:02.008Z","5","Federal Territory of Kuala Lumpur","Great ambient and great place for event","Royale Chulan Kuala Lumpur"
"Mohd Hafidz","2024-11-18T00:44:58.168Z","5","Federal Territory of Kuala Lumpur",,"Royale Chulan Kuala Lumpur"
"Trip.com Member","2024-11-17T23:59:59.999Z",,"Federal Territory of Kuala Lumpur","设施：好。这家酒店的配置也比较好，布局合理。卫生：干净，干湿分区环境：好。地理位置好，离地铁站100多米。服务：很好。早餐也很不错，超赞。比起我现在在吉隆坡住的另一家酒店好太多了","Royale Chulan Kuala Lumpur"
"Aisyah Salleh","2024-11-17T16:16:49.651Z","2","Federal Territory of Kuala Lumpur","There were missing items in the toilet such as the non slip mat for bath tub, the tub had issue fo draining. The A/C was the old ducted type so you are unable to control the room temp so this led to being in so an uncomfortable hot environment, even the technician dont know how to fix that. the location wise is fine but the maintenance wise is a no go, i cancel this for a 5 star hotel, experienced a better one in other 5 or 4 star hotels before","Royale Chulan Kuala Lumpur"
